省级,地级,县市,总人口,年轻人口(20-39),高等教育人口,年轻人比例,高等教育人口比例,市总人口,县市人口比例
江苏省,连云港市,赣榆县,950486,246040,40093,0.258857048,0.042181579,4393482,0.216340024
江苏省,连云港市,东海县,952668,264085,41798,0.2772057,0.043874676,4393482,0.216836669
江苏省,连云港市,灌云县,817509,226797,27510,0.277424469,0.033651006,4393482,0.186073142
江苏省,连云港市,灌南县,622296,178103,20165,0.286203029,0.032404194,4393482,0.141640731
江苏省,淮安市,淮安市,4801662,1338971,340226,0.278855738,0.070855883,4801662,1
江苏省,淮安市,淮安市清河区,530012,209119,124918,0.394555218,0.235689003,4801662,0.110380947
江苏省,淮安市,楚州区,984983,252067,38883,0.25591,0.039475808,4801662,0.205133764
江苏省,淮安市,淮阴区,789747,214091,51585,0.271088083,0.065318387,4801662,0.164473676
江苏省,淮安市,清浦区,330664,102514,36599,0.310024678,0.110683352,4801662,0.068864489
江苏省,淮安市,涟水县,859787,220998,30169,0.25703808,0.035088923,4801662,0.179060292
江苏省,淮安市,洪泽县,326459,84098,14740,0.257606621,0.045151152,4801662,0.067988751
江苏省,淮安市,盱眙县,658759,177153,24019,0.268919286,0.036460982,4801662,0.137193955
江苏省,淮安市,金湖县,321251,78931,19313,0.245698846,0.060118101,4801662,0.066904126
江苏省,盐城市,盐城市,7262200,1966137,456963,0.270735727,0.062923494,7262200,1
江苏省,盐城市,亭湖区,904514,300149,141722,0.331834554,0.156683036,7262200,0.124550963
江苏省,盐城市,盐都区,711322,203850,54906,0.286579074,0.077188671,7262200,0.097948556
江苏省,盐城市,响水县,509880,150723,20808,0.295604848,0.040809602,7262200,0.070210129
江苏省,盐城市,滨海县,957215,279416,38351,0.291905162,0.040065189,7262200,0.131807854
江苏省,盐城市,阜宁县,843464,232760,31260,0.275957243,0.037061451,7262200,0.116144419
江苏省,盐城市,射阳县,897073,233099,47115,0.259843959,0.052520809,7262200,0.123526342
江苏省,盐城市,建湖县,741764,198280,38166,0.26730874,0.051453023,7262200,0.102140398
江苏省,盐城市,东台市,990306,201554,43443,0.203526991,0.043868259,7262200,0.136364463
江苏省,盐城市,大丰市,706662,166306,41192,0.235340233,0.058290951,7262200,0.097306877
江苏省,扬州市,扬州市,4460066,1252428,425565,0.280809297,0.095416749,4460066,1
江苏省,扬州市,广陵区,341043,108492,58832,0.318118243,0.172506106,4460066,0.076465909
江苏省,扬州市,邗江区,576909,189844,87287,0.329070963,0.151301158,4460066,0.12934988
江苏省,扬州市,维扬区,474611,173982,107993,0.366578103,0.227540028,4460066,0.106413448
江苏省,扬州市,宝应县,752425,177959,34237,0.236513938,0.04550221,4460066,0.16870266
江苏省,扬州市,仪征市,564021,160133,43709,0.283913188,0.077495341,4460066,0.126460236
江苏省,扬州市,高邮市,744685,180571,34953,0.242479706,0.046936624,4460066,0.16696726
江苏省,扬州市,江都市,1006372,261447,58554,0.259791608,0.058183256,4460066,0.225640607
江苏省,镇江市,镇江市,3114105,988861,358512,0.317542601,0.115125213,3114105,1
江苏省,镇江市,京口区,601876,219763,140128,0.365130027,0.23281872,3114105,0.193274151
江苏省,镇江市,润州区,296539,96623,50941,0.325835725,0.171785161,3114105,0.095224471
江苏省,镇江市,丹徒区,302345,86538,15219,0.286222693,0.050336536,3114105,0.097088891
江苏省,镇江市,丹阳市,960662,293609,66909,0.30563195,0.069648846,3114105,0.30848735
江苏省,镇江市,扬中市,334977,105851,38025,0.315994829,0.113515256,3114105,0.107567664
江苏省,镇江市,句容市,617706,186477,47290,0.301886334,0.076557456,3114105,0.198357473
江苏省,泰州市,泰州市,4618937,1200015,323879,0.259803284,0.070119813,4618937,1
江苏省,泰州市,海陵区,594656,195391,99166,0.328578203,0.16676196,4618937,0.128743042
江苏省,泰州市,高港区,283807,77723,18470,0.273858643,0.065079438,4618937,0.061444224
江苏省,泰州市,兴化市,1253548,301857,41500,0.240802107,0.033106032,4618937,0.27139318
江苏省,泰州市,靖江市,684360,199062,62074,0.290873225,0.090703723,4618937,0.148163961
江苏省,泰州市,泰兴市,1073921,257405,60201,0.239687091,0.056057196,4618937,0.232503929
江苏省,泰州市,姜堰市,728645,168577,42468,0.231356834,0.058283526,4618937,0.157751665
江苏省,宿迁市,宿迁市,4719178,1383166,185874,0.293094687,0.039386944,4719178,1
江苏省,宿迁市,宿城区,796626,247587,59929,0.310794526,0.075228526,4719178,0.168806093
江苏省,宿迁市,宿豫区,641059,195105,29418,0.304347962,0.045889692,4719178,0.135841242
江苏省,宿迁市,沭阳县,1541083,434275,40787,0.281798579,0.026466452,4719178,0.326557506
江苏省,宿迁市,泗阳县,831112,228522,24179,0.274959332,0.029092349,4719178,0.176113721
江苏省,宿迁市,泗洪县,909298,277677,31561,0.305375136,0.034709193,4719178,0.192681437
浙江省,浙江省,浙江省,54426891,19049850,5078506,0.35000805,0.093308765,4719178,11.5331295
浙江省,杭州市,杭州市,8700373,3287027,1642702,0.377802998,0.188808227,8700373,1
浙江省,杭州市,上城区,344594,114557,100718,0.332440495,0.292280191,8700373,0.039606808
浙江省,杭州市,下城区,526096,223948,172710,0.425678964,0.328286092,8700373,0.060468212
浙江省,杭州市,江干区,998783,534541,294391,0.535192329,0.29474971,8700373,0.114797722
浙江省,杭州市,拱墅区,551874,250548,133182,0.453994934,0.241326825,8700373,0.063431074
浙江省,杭州市,杭州市西湖区,820017,374311,340403,0.456467366,0.415117004,8700373,0.094250787
浙江省,杭州市,滨江区,319027,168649,106708,0.528635507,0.334479527,8700373,0.036668198
浙江省,杭州市,萧山区,1511290,502010,141788,0.332173177,0.093819188,8700373,0.173704047
浙江省,杭州市,余杭区,1170290,436242,169132,0.372764016,0.144521443,8700373,0.134510325
浙江省,杭州市,桐庐县,406450,116483,26510,0.286586296,0.065223275,8700373,0.046716388
浙江省,杭州市,淳安县,336843,66468,21001,0.197326351,0.062346553,8700373,0.038715926
浙江省,杭州市,建德市,430750,97638,28577,0.226669762,0.066342426,8700373,0.049509372
浙江省,杭州市,富阳市,717694,226558,57161,0.315674926,0.079645364,8700373,0.082490027
浙江省,杭州市,临安市,566665,175074,50421,0.308955026,0.088978497,8700373,0.065131116
浙江省,宁波市,宁波市,7605689,2789913,785897,0.366819232,0.103330152,7605689,1
浙江省,宁波市,海曙区,373742,144876,110416,0.387636391,0.295433748,7605689,0.049139795
浙江省,宁波市,江东区,366648,147453,101239,0.402165019,0.276120421,7605689,0.048207072
浙江省,宁波市,宁波市江北区,361242,147027,76194,0.407004169,0.210922318,7605689,0.047496289
浙江省,宁波市,北仑区,612267,261555,67145,0.427191078,0.109666208,7605689,0.080501188
浙江省,宁波市,镇海区,418500,163408,42570,0.390461171,0.10172043,7605689,0.055024601
浙江省,宁波市,鄞州区,1359198,550708,158661,0.405171285,0.116731337,7605689,0.17870807
浙江省,宁波市,象山县,503279,154561,29050,0.307107986,0.057721463,7605689,0.066171388
浙江省,宁波市,宁海县,646074,214317,38682,0.331722063,0.059872399,7605689,0.08494615
浙江省,宁波市,余姚市,1010659,331988,60611,0.328486661,0.059971761,7605689,0.132881978
浙江省,宁波市,慈溪市,1462383,531538,76118,0.363473864,0.05205066,7605689,0.192274888
浙江省,宁波市,奉化市,491697,142482,25211,0.289776021,0.051273447,7605689,0.064648581
浙江省,温州市,温州市,9122102,3651251,650266,0.400264215,0.071284667,9122102,1
浙江省,温州市,鹿城区,1293266,600962,170650,0.464685533,0.131952746,9122102,0.141772806
浙江省,温州市,龙湾区,749303,352277,45267,0.470139583,0.060412143,9122102,0.082141484
浙江省,温州市,瓯海区,996870,503564,83329,0.505145104,0.083590639,9122102,0.109280734
浙江省,温州市,洞头县,87683,24224,6830,0.27626792,0.077894233,9122102,0.009612149
浙江省,温州市,永嘉县,789154,281947,38865,0.35727754,0.049248943,9122102,0.086510105
浙江省,温州市,平阳县,761664,250551,42720,0.328952136,0.056087724,9122102,0.083496545
浙江省,温州市,苍南县,1184643,415732,65640,0.350934417,0.055409098,9122102,0.129865134
浙江省,温州市,文成县,212077,55055,9656,0.259599108,0.045530633,9122102,0.023248699
浙江省,温州市,泰顺县,233443,60803,11206,0.260461869,0.048003153,9122102,0.025590922
浙江省,温州市,瑞安市,1424667,563850,83829,0.395776697,0.058841119,9122102,0.156177491
浙江省,温州市,乐清市,1389332,542286,92274,0.390321392,0.066416091,9122102,0.152303932
浙江省,嘉兴市,嘉兴市,4501657,1495070,345560,0.332115485,0.076762845,4501657,1
浙江省,嘉兴市,南湖区,612663,209469,98903,0.341899217,0.161431325,4501657,0.136097219
浙江省,嘉兴市,秀洲区,589219,223713,40771,0.379677166,0.069194985,4501657,0.130889359
浙江省,嘉兴市,嘉善县,574187,196000,33720,0.341352208,0.058726512,4501657,0.127550144
浙江省,嘉兴市,海盐县,430940,126056,33163,0.292514039,0.076955029,4501657,0.095729195
浙江省,嘉兴市,海宁市,806966,261927,54716,0.324582448,0.067804592,4501657,0.17925977
浙江省,嘉兴市,平湖市,671834,226979,40780,0.337849826,0.060699518,4501657,0.14924149
浙江省,嘉兴市,桐乡市,815848,250926,43507,0.307564644,0.053327335,4501657,0.181232822
浙江省,湖州市,湖州市,2893542,892187,190058,0.308337325,0.065683512,2893542,1
浙江省,湖州市,吴兴区,757165,272713,87599,0.360176448,0.115693409,2893542,0.2616741
浙江省,湖州市,南浔区,536054,144999,14944,0.270493271,0.027877788,2893542,0.185258759
浙江省,湖州市,德清县,491789,147765,28514,0.300464223,0.05798015,2893542,0.169960899
浙江省,湖州市,长兴县,641982,188691,34657,0.293919456,0.05398438,2893542,0.221867179
浙江省,湖州市,安吉县,466552,138019,24344,0.295827689,0.052178535,2893542,0.161239063
浙江省,绍兴市,绍兴市,4912239,1530813,343691,0.311632435,0.069966262,4912239,1
浙江省,绍兴市,越城区,883836,312720,140508,0.353821297,0.158975194,4912239,0.179925285
浙江省,绍兴市,绍兴县,1030847,363457,41431,0.352580936,0.040191221,4912239,0.209852778
浙江省,绍兴市,新昌县,380444,98863,24570,0.259862161,0.064582435,4912239,0.077448186
浙江省,绍兴市,诸暨市,1157938,350277,58589,0.302500652,0.0505977,4912239,0.235725094
浙江省,绍兴市,上虞巿,779412,221469,45155,0.28414882,0.057934699,4912239,0.158667361
浙江省,绍兴市,嵊州市,679762,184027,33438,0.270722694,0.049190746,4912239,0.138381296
浙江省,金华市,金华市,5361572,1901832,370052,0.354715371,0.06901931,5361572,1
浙江省,金华市,婺城区,761662,283739,118233,0.372526134,0.155230273,5361572,0.142059456
浙江省,金华市,金东区,315583,96468,13607,0.305681865,0.043117025,5361572,0.058860163
浙江省,金华市,武义县,349899,112378,18439,0.321172681,0.052698064,5361572,0.065260524
浙江省,金华市,浦江县,437346,150224,19561,0.343490051,0.044726601,5361572,0.08157048
浙江省,金华市,磐安县,174665,45190,10658,0.258723843,0.061019666,5361572,0.032577199
浙江省,金华市,兰溪市,560514,133251,24738,0.237730012,0.044134491,5361572,0.104542847
浙江省,金华市,义乌市,1234015,547325,80932,0.443531886,0.065584292,5361572,0.230159177
浙江省,金华市,东阳市,804398,252671,45529,0.31411192,0.056600091,5361572,0.150030252
浙江省,金华市,永康市,723490,280586,38355,0.387822914,0.053013863,5361572,0.134939902
浙江省,衢州市,衢州市,2122661,531124,137783,0.25021612,0.064910506,2122661,1
浙江省,衢州市,柯城区,464527,142792,67254,0.307392251,0.144779528,2122661,0.218841822
浙江省,衢州市,衢江区,341436,85745,7148,0.251130519,0.020935109,2122661,0.160852816
浙江省,衢州市,常山县,241368,54781,11098,0.226960492,0.045979583,2122661,0.113710103
浙江省,衢州市,开化县,245088,50204,11223,0.20484071,0.045791716,2122661,0.11546262
浙江省,衢州市,龙游县,362380,91215,20494,0.251710911,0.056553894,2122661,0.170719677
浙江省,衢州市,江山市,467862,106387,20566,0.2273897,0.043957406,2122661,0.220412963
浙江省,舟山市,舟山市,1121261,360810,115286,0.321789485,0.102818166,1121261,1
浙江省,舟山市,定海区,464184,159295,67687,0.343172104,0.14581933,1121261,0.413983898
浙江省,舟山市,舟山市普陀区,378805,122338,31238,0.322957722,0.082464593,1121261,0.33783838
浙江省,舟山市,岱山县,202164,60016,10866,0.296867889,0.053748442,1121261,0.180300572
浙江省,舟山市,嵊泗县,76108,19161,5495,0.251760656,0.072200032,1121261,0.067877149
浙江省,台州市,台州市,5968838,2012099,355384,0.337100622,0.059539897,5968838,1
浙江省,台州市,椒江区,653765,248288,79195,0.379781726,0.1211368,5968838,0.109529694
浙江省,台州市,黄岩区,632123,210777,39952,0.333443017,0.063202889,5968838,0.105903863
浙江省,台州市,路桥区,616622,236040,28383,0.382795294,0.046029821,5968838,0.103306875
浙江省,台州市,玉环县,616346,247962,32782,0.402309742,0.053187658,5968838,0.103260635
浙江省,台州市,三门县,328887,98288,17689,0.298850365,0.053784431,5968838,0.055100675
浙江省,台州市,天台县,382812,91561,22104,0.239180068,0.057741137,5968838,0.064135096
浙江省,台州市,仙居县,342676,76266,18025,0.222560086,0.052600707,5968838,0.057410839
浙江省,台州市,温岭市,1366794,499454,55594,0.3654201,0.040674747,5968838,0.228988289
浙江省,台州市,临海市,1028813,303463,61660,0.294964197,0.059933146,5968838,0.172364035
浙江省,丽水市,丽水市,2116957,597724,141827,0.282350563,0.066995692,2116957,1
浙江省,丽水市,莲都区,451418,160348,54959,0.355209584,0.121747471,2116957,0.213239097
浙江省,丽水市,青田县,336542,89640,13625,0.266356057,0.040485289,2116957,0.158974415
浙江省,丽水市,缙云县,358917,95691,18508,0.266610386,0.05156624,2116957,0.169543831
浙江省,丽水市,遂昌县,190165,44661,10396,0.234853943,0.054668314,2116957,0.089829411
浙江省,丽水市,松阳县,185051,45130,10248,0.243878715,0.055379328,2116957,0.087413679
浙江省,丽水市,云和县,111591,33644,7344,0.301493848,0.065811759,2116957,0.052712927
浙江省,丽水市,庆元县,141541,38336,8646,0.270847316,0.061084774,2116957,0.066860593
浙江省,丽水市,景宁畲族自治县,107106,28117,6946,0.262515639,0.064851642,2116957,0.05059432
浙江省,丽水市,龙泉市,234626,62157,11155,0.264919489,0.04754375,2116957,0.110831727
安徽省,安徽省,安徽省,59500468,17891473,4006203,0.30069466,0.067330613,2116957,28.10660207
安徽省,合肥市,合肥市,5702466,2162103,1094757,0.379152283,0.191979575,5702466,1
安徽省,合肥市,瑶海区,861022,344144,143835,0.399692458,0.167051481,5702466,0.150991168
安徽省,合肥市,庐阳区,609239,250633,178095,0.411386993,0.292323702,5702466,0.106837814
安徽省,合肥市,蜀山区,1022321,517425,415178,0.506127723,0.406113148,5702466,0.179277001
安徽省,合肥市,包河区,817686,355495,209983,0.434757352,0.256801511,5702466,0.143391648
安徽省,合肥市,长丰县,671343,195239,32955,0.290818553,0.049088171,5702466,0.117728541
安徽省,合肥市,肥东县,861960,218871,42904,0.253922456,0.049774932,5702466,0.151155658
安徽省,合肥市,肥西县,858895,280296,71807,0.326344897,0.083603933,5702466,0.150618171
安徽省,合肥市,居巢区,780711,213568,64037,0.273555772,0.08202395,5352924,0.145847578
安徽省,合肥市,庐江县,973850,267936,36991,0.275130667,0.037984289,5352924,0.181928606
安徽省,芜湖市,芜湖市,2263123,723483,300519,0.319683464,0.132789513,2263123,1
安徽省,芜湖市,镜湖区,533330,161978,109831,0.303710648,0.205934412,2263123,0.235661075
安徽省,芜湖市,弋江区,309514,128982,79690,0.416724284,0.25746816,2263123,0.136764109
安徽省,芜湖市,鸠江区,319820,136217,66457,0.425917704,0.20779501,2263123,0.141317993
安徽省,芜湖市,三山区,144378,40422,4167,0.279973403,0.028861738,2263123,0.063795914
安徽省,芜湖市,芜湖县,294039,80493,11615,0.273749401,0.039501563,2263123,0.129926213
安徽省,芜湖市,繁昌县,257764,74370,13099,0.288519731,0.050817802,2263123,0.113897477
安徽省,芜湖市,南陵县,404278,101021,15660,0.249880033,0.038735721,2263123,0.178637219
安徽省,芜湖市,无为县,1180069,328249,30874,0.278160853,0.026162877,5352924,0.220453158
安徽省,蚌埠市,蚌埠市,3164467,957903,214501,0.302705953,0.067784243,3164467,1
安徽省,蚌埠市,龙子湖区,243123,73961,26872,0.304212271,0.110528416,3164467,0.076829052
安徽省,蚌埠市,蚌山区,334426,121902,93678,0.364511133,0.28011578,3164467,0.10568162
安徽省,蚌埠市,禹会区,249361,79573,25078,0.319107639,0.100569055,3164467,0.078800316
安徽省,蚌埠市,淮上区,145874,45438,2619,0.311487996,0.017953851,3164467,0.046097494
安徽省,蚌埠市,怀远县,1028066,282710,28185,0.274992072,0.027415555,3164467,0.324878092
安徽省,蚌埠市,五河县,621973,175055,19552,0.281451124,0.031435448,3164467,0.196549055
安徽省,蚌埠市,固镇县,541644,179264,18517,0.330962773,0.034186661,3164467,0.17116437
安徽省,淮南市,淮南市,2333896,744380,198110,0.318943089,0.084883817,2333896,1
安徽省,淮南市,大通区,180917,55013,7602,0.304078666,0.042019269,2333896,0.077517164
安徽省,淮南市,田家庵区,593981,205776,125554,0.346435324,0.211377132,2333896,0.254501914
安徽省,淮南市,谢家集区,320251,90383,17533,0.282225504,0.054747682,2333896,0.13721734
安徽省,淮南市,八公山区,175993,49148,10088,0.279261107,0.057320462,2333896,0.075407387
安徽省,淮南市,潘集区,395684,134534,12788,0.340003639,0.032318719,2333896,0.169537974
安徽省,淮南市,凤台县,667070,209526,24545,0.31409897,0.036795239,2333896,0.28581822
安徽省,马鞍山市,马鞍山市,1366302,421842,151872,0.308747261,0.111155513,1366302,1
安徽省,马鞍山市,金家庄区,128004,39654,7678,0.309787194,0.059982501,1366302,0.093686462
安徽省,马鞍山市,花山区,303855,95577,62960,0.314548057,0.207204094,1366302,0.222392268
安徽省,马鞍山市,雨山区,309672,104148,59739,0.336317136,0.192910563,1366302,0.226649745
安徽省,马鞍山市,当涂县,624771,182463,21495,0.292047806,0.034404606,1366302,0.457271526
安徽省,马鞍山市,含山县,376436,103050,11255,0.273751713,0.029898841,5352924,0.070323434
安徽省,马鞍山市,和县,562036,151520,17917,0.269591272,0.031878741,5352924,0.104996073
安徽省,淮北市,淮北市,2114276,715307,143565,0.338322433,0.067902677,2114276,1
安徽省,淮北市,杜集区,324398,110877,13647,0.341793106,0.042068693,2114276,0.153432191
安徽省,淮北市,相山区,467358,171409,88359,0.366761669,0.189060634,2114276,0.221048718
安徽省,淮北市,烈山区,321565,109228,13787,0.339676271,0.042874691,2114276,0.152092253
安徽省,淮北市,濉溪县,1000955,323793,27772,0.323484073,0.027745503,2114276,0.473426837
安徽省,铜陵市,铜陵市,723958,216038,81650,0.298412339,0.112782786,723958,1
安徽省,铜陵市,铜官山区,287765,87025,52087,0.302416903,0.181005334,723958,0.397488528
安徽省,铜陵市,狮子山区,114297,42315,15271,0.370219691,0.133608056,723958,0.157877943
安徽省,铜陵市,铜陵市郊区,72301,21124,3603,0.292167467,0.049833336,723958,0.099869053
安徽省,铜陵市,铜陵县,249595,65574,10689,0.262721609,0.042825377,723958,0.344764475
安徽省,安庆市,安庆市,5311379,1535654,324682,0.289125291,0.061129511,5311379,1
安徽省,安庆市,迎江区,251080,76104,37369,0.30310658,0.148833041,5311379,0.047272093
安徽省,安庆市,大观区,275003,78438,39531,0.285225979,0.143747523,5311379,0.051776196
安徽省,安庆市,宜秀区,254431,88149,41381,0.346455424,0.162641345,5311379,0.047903002
安徽省,安庆市,怀宁县,592750,173696,26369,0.293034163,0.044485871,5311379,0.11160002
安徽省,安庆市,枞阳县,838712,254328,31314,0.303236391,0.03733582,5311379,0.157908521
安徽省,安庆市,潜山县,500292,139555,24743,0.278947095,0.049457117,5311379,0.094192487
安徽省,安庆市,太湖县,515283,156075,31696,0.302891809,0.061511829,5311379,0.097014918
安徽省,安庆市,宿松县,571025,117315,23022,0.205446346,0.040316974,5311379,0.107509745
安徽省,安庆市,望江县,526712,161282,20653,0.306205289,0.039211182,5311379,0.099166714
安徽省,安庆市,岳西县,321636,87454,13916,0.271903643,0.043266301,5311379,0.060556025
安徽省,安庆市,桐城市,664455,203258,34688,0.305901829,0.052205191,5311379,0.12510028
安徽省,黄山市,黄山市,1358980,379234,97541,0.279057823,0.071775155,1358980,1
安徽省,黄山市,屯溪区,217637,77133,46297,0.354411244,0.212725777,1358980,0.160147316
安徽省,黄山市,黄山区,147620,38559,10166,0.261204444,0.068866007,1358980,0.108625587
安徽省,黄山市,徽州区,95529,28734,4696,0.300788242,0.049157847,1358980,0.070294633
安徽省,黄山市,歙县,409247,104335,16210,0.254943836,0.039609331,1358980,0.301142769
安徽省,黄山市,休宁县,250457,69866,8546,0.278954072,0.034121626,1358980,0.184297782
安徽省,黄山市,黟县,80722,19234,4186,0.238274572,0.051856991,1358980,0.059398961
安徽省,黄山市,祁门县,157768,41373,7440,0.262239491,0.047157852,1358980,0.116092952
安徽省,滁州市,滁州市,3937868,1099792,198660,0.279286152,0.050448618,3937868,1
安徽省,滁州市,琅琊区,310427,106412,50039,0.342792347,0.161194097,3937868,0.078831236
安徽省,滁州市,南谯区,251894,73697,13903,0.292571478,0.055193851,3937868,0.063967101
安徽省,滁州市,来安县,432021,117385,14428,0.271711329,0.033396525,3937868,0.109709366
安徽省,滁州市,全椒县,383885,90402,18495,0.2354924,0.048178491,3937868,0.097485492
安徽省,滁州市,定远县,779174,209161,23988,0.268439399,0.030786448,3937868,0.197866968
安徽省,滁州市,凤阳县,644895,188667,33034,0.292554602,0.051223843,3937868,0.163767551
安徽省,滁州市,天长市,602840,166345,25927,0.275935572,0.043008095,3937868,0.153087915
安徽省,滁州市,明光市,532732,147723,18846,0.277293273,0.035376137,3937868,0.135284372
安徽省,阜阳市,阜阳市,7599913,2115313,224857,0.278333844,0.029586786,7599913,1
安徽省,阜阳市,颍州区,691698,230717,59188,0.333551637,0.085569136,7599913,0.091013937
安徽省,阜阳市,颍东区,519562,154934,16304,0.298201177,0.031380278,7599913,0.068364204
安徽省,阜阳市,颍泉区,557687,159254,20306,0.285561614,0.036411105,7599913,0.073380708
安徽省,阜阳市,临泉县,1543218,399631,28521,0.258959525,0.018481511,7599913,0.203057324
安徽省,阜阳市,太和县,1361145,385548,32769,0.283252703,0.024074584,7599913,0.179100077
安徽省,阜阳市,阜南县,1168112,303662,23161,0.259959661,0.019827722,7599913,0.153700707
安徽省,阜阳市,颍上县,1196535,329861,26504,0.275680193,0.022150627,7599913,0.157440618
安徽省,阜阳市,界首市,561956,151706,18104,0.269960637,0.032216045,7599913,0.073942425
安徽省,宿州市,宿州市,5352924,1587356,213079,0.296539985,0.039806095,5352924,1
安徽省,宿州市,埇桥区,1647642,519746,102111,0.31544838,0.061974021,5352924,0.30780224
安徽省,宿州市,砀山县,800408,231690,27365,0.289464873,0.034188814,5352924,0.149527249
安徽省,宿州市,萧县,1130916,320789,30067,0.283654135,0.026586413,5352924,0.2112707
安徽省,宿州市,灵璧县,975308,278699,28993,0.285754859,0.02972702,5352924,0.18220098
安徽省,宿州市,泗县,798650,236432,24543,0.296039567,0.030730608,5352924,0.14919883
安徽省,六安市,六安市,5611701,1590624,243619,0.283447746,0.043412684,5611701,1
安徽省,六安市,金安区,789699,242673,62519,0.307298097,0.079168139,5611701,0.140723642
安徽省,六安市,裕安区,854645,255877,51895,0.299395656,0.060721118,5611701,0.15229696
安徽省,六安市,寿县,1008116,274714,27203,0.272502371,0.026983998,5611701,0.179645352
安徽省,六安市,霍邱县,1380368,436500,34485,0.316220022,0.024982468,5611701,0.245980319
安徽省,六安市,舒城县,749273,178854,31443,0.238703383,0.041964678,5611701,0.133519765
安徽省,六安市,金寨县,514456,118394,19286,0.230134356,0.037488143,5611701,0.09167559
安徽省,六安市,霍山县,315144,83612,16788,0.265313634,0.053270886,5611701,0.056158373
安徽省,亳州市,亳州市,4850657,1452780,124381,0.299501696,0.025642093,4850657,1
安徽省,亳州市,谯城区,1409436,442823,43120,0.314184539,0.030593798,4850657,0.290566
安徽省,亳州市,涡阳县,1212054,379744,28974,0.313306173,0.023904876,4850657,0.249874192
安徽省,亳州市,蒙城县,1062080,305082,30456,0.287249548,0.028675806,4850657,0.218955906
安徽省,亳州市,利辛县,1167087,325131,21831,0.278583345,0.018705546,4850657,0.240603902
安徽省,池州市,池州市,1402518,408904,93433,0.291549912,0.06661804,1402518,1
安徽省,池州市,贵池区,595268,177884,52562,0.298830107,0.088299724,1402518,0.424428064
安徽省,池州市,东至县,468280,143639,25612,0.306737422,0.054693773,1402518,0.333885198
安徽省,池州市,石台县,92238,22737,4562,0.24650361,0.049459008,1402518,0.065766001
安徽省,池州市,青阳县,246732,64644,10697,0.262000875,0.043354733,1402518,0.175920737
安徽省,宣城市,宣城市,2532938,716437,139903,0.282848218,0.055233488,2532938,1
安徽省,宣城市,宣州区,772490,216860,53360,0.280728553,0.069075328,2532938,0.304977856
安徽省,宣城市,郎溪县,320627,99562,12244,0.310522819,0.038187676,2532938,0.126583043
安徽省,宣城市,广德县,487243,145698,19599,0.299025332,0.040224282,2532938,0.192362782
安徽省,宣城市,泾县,299555,77026,13300,0.25713475,0.044399192,2532938,0.11826385
安徽省,宣城市,绩溪县,156127,40001,9870,0.256208087,0.063217765,2532938,0.061638698
安徽省,宣城市,旌德县,120039,31656,6589,0.263714293,0.054890494,2532938,0.047391211
安徽省,宣城市,宁国市,376857,105634,24941,0.280302608,0.066181602,2532938,0.14878256
福建省,福建省,福建省,36894217,13870721,3084680,0.375959219,0.083608767,2532938,14.56577974
福建省,福州市,福州市,7115369,2758032,886515,0.387616159,0.124591571,7115369,1
福建省,福州市,福州市鼓楼区,687705,290869,262674,0.422956064,0.38195738,7115369,0.096650645
福建省,福州市,台江区,446891,162225,81457,0.363007982,0.182274872,7115369,0.062806441
福建省,福州市,仓山区,762746,342749,153967,0.449361911,0.20185881,7115369,0.10719697
福建省,福州市,马尾区,231929,103047,26682,0.444304076,0.115043828,7115369,0.032595499
福建省,福州市,晋安区,792491,354042,112060,0.446745767,0.141402237,7115369,0.111377358
福建省,福州市,闽侯县,662118,263547,104841,0.398036302,0.158341867,7115369,0.093054626
福建省,福州市,连江县,561490,196724,19029,0.350360648,0.033890185,7115369,0.078912281
福建省,福州市,罗源县,207677,67638,9423,0.325688449,0.045373344,7115369,0.029187102
福建省,福州市,闽清县,237643,68770,10181,0.289383655,0.042841573,7115369,0.033398549
福建省,福州市,永泰县,249455,77460,9749,0.310516927,0.039081197,7115369,0.035058617
福建省,福州市,平潭县,357760,113629,14567,0.317612366,0.040717241,7115369,0.050279894
福建省,福州市,福清市,1234838,454989,59453,0.368460478,0.048146397,7115369,0.173545181
福建省,福州市,长乐市,682626,262343,22432,0.384314398,0.032861333,7115369,0.095936838
福建省,厦门市,厦门市,3531347,1792527,628560,0.507604322,0.177994403,3531347,1
福建省,厦门市,思明区,929998,423609,288765,0.455494528,0.310500668,3531347,0.263355031
福建省,厦门市,海沧区,288739,154133,33972,0.533814275,0.11765643,3531347,0.08176455
福建省,厦门市,湖里区,931291,542648,138861,0.582683608,0.149105919,3531347,0.263721181
福建省,厦门市,集美区,580857,323163,106103,0.556355523,0.182666302,3531347,0.16448596
福建省,厦门市,同安区,496129,225860,36495,0.455244503,0.073559498,3531347,0.140492849
福建省,厦门市,翔安区,304333,123114,24364,0.404537135,0.080057043,3531347,0.086180429
福建省,莆田市,莆田市,2778508,920681,154659,0.331358053,0.055662607,2778508,1
福建省,莆田市,城厢区,413853,152319,50122,0.368050975,0.121110636,2778508,0.148947925
福建省,莆田市,涵江区,470097,169303,23031,0.360144821,0.048992017,2778508,0.169190443
福建省,莆田市,荔城区,499110,184130,27333,0.368916672,0.054763479,2778508,0.179632378
福建省,莆田市,秀屿区,570741,172765,15175,0.302702977,0.026588242,2778508,0.205412761
福建省,莆田市,仙游县,824707,242164,38998,0.293636407,0.047287097,2778508,0.296816493
